column_name,shap_importance
"tBodyAcc-arCoeff()-Y,3","[0.008056756570060613, 0.008075325667661339, 0.0012158895199783687, 0.0013446518404830507, 0.0011751311727504323, 0.00045771832375814656, 0.0005818824729085914, 0.0027491186501807825, 0.0016779463868989864, 0.0013286593342750905, 0.0008648680606145855, 0.004839369913357373, 0.0020275096448957824, 0.0013718486594327195, 0.0003189241950587565, 0.0014103832570146007, 0.0015189976573679945, 0.0038350269962571892, 0.001885997397107997, 0.001020916147555192, 0.0018366944972199293, 0.0013958645432646814, 0.0009013027603638852, 0.00027253491753193357, 0.001160774047126887, 0.0011656114223637202, 0.00025638203681509084, 0.0011450333120787764, 0.001915236323362089, 0.0004593738500546041, 0.00038351829196081236, 0.00019240475058599147, 6.0459606177793486e-05, 0.0013942078693521898, 0.00020317661382721105, 0.00028566400770462837, 0.0010780523112929176, 0.0010710079860277962, 0.0005362138977250092, 0.0018201355411302834, 0.004156121203404275, 0.004659178826437582, 0.00012322795631802952, 0.0013368676772481675, 0.000961295427158512, 0.0012386061301813058, 0.0009061430605750578, 0.000746318123988986, 0.000514696420109111, 0.004739204466370345, 0.004675570918422933, 0.00018305255741564536, 0.004680576399199248, 0.0057429808224170225, 0.000935454546360634, 0.0015646979904071154, 0.003434983652156646, 0.0030066414965544594, 0.002423359011517303, 0.0011826005676002207, 0.0018052531122899895, 0.0003131394263904856, 0.010702991406530351, 0.0008067885136329101, 0.0019415233873321348, 0.0005202894791070407, 0.0005759647081677608, 0.0007401748906124677, 0.00018093881754278475, 0.0014058688232085712, 0.001951187535891543, 0.002308140462144077, 0.0022155148041110104, 0.00013780009967175145, 0.00012965585619688426, 0.0001523076606563603, 0.00017202776791490682, 0.00012918373946478522, 0.00020809131416415076, 0.00083666452467256, 0.004656223442006307, 0.0004981227662591199, 0.0012519332199354665, 0.0008462355419542504, 0.0002382800951740108, 0.0003072238598369874, 0.0014479132686084858, 0.00011371402442521133, 0.0004457387777802642, 0.0018582708521733121, 0.0014671098200295031, 0.0015050790756879907, 0.005989869904049194, 0.0013916459589125819, 0.000460055665712812, 0.0011881406128361365, 0.0017869566816965448, 0.00031372509264481846, 0.00315798381347996, 0.0027250230601277223, 0.0032910935864501442, 0.00016052401407844926, 0.0012336151496858854, 0.0007101883739548482, 0.0008322334717692139, 0.0007838284381256451, 0.0006190153023770332, 0.0005264093854166217, 0.0009517412810629173, 0.00029900043664691877, 0.000260049907046418, 0.0007160420367416055, 9.261881638945132e-05, 0.0009127074882941602, 0.00027029384799947664, 0.0006417237148544696, 0.0007818669760193677, 0.001178434472681732, 0.008188145080149593, 0.001542821196406366, 0.001171442888497406, 0.009751830128447795, 0.00019632319929627456, 0.0002378121090000552, 0.0007231432427902895, 0.0029856649567155096, 0.0009088251836523144, 0.0017454262077142909, 0.0039537246747940085, 0.0023005574856620387, 0.0006988110155542474, 0.0033183459066845507, 0.0006555558299723099, 0.0033366898607584982, 0.001503144000868478, 0.0035637817867232202, 0.0038218459711320883, 0.0028781199411885244, 0.0074088743111834846, 0.0001721172362607299, 0.0017136673202582501, 0.005534463442233294, 0.0034884859284898084, 0.00036736901213302715, 0.00022151954555900747, 0.0007189888506720909, 0.00027185459010542235, 0.0004123667784678593, 0.0030695882871239447, 0.0008862104724732424, 0.0011327487017104918, 0.00019328497007611053, 0.006035903680357629, 0.0007916158362221526, 0.000888339372255705, 0.0008790356753147678, 0.0021903594784078544, 0.0006628075154130614, 0.0008761892339787112, 0.00246559786650438, 8.879817129752559e-05, 0.00021689726891813526, 0.002528887068221948, 0.0008390229074802712, 0.0008952724235088534, 0.0014395760188090402, 0.0017232757193038212, 0.00047059099370676786, 0.003049555094885699, 0.0017730100443992328, 0.0006452604221912814, 0.003726981979340726, 0.0002016011563397203, 0.00029880864417824803, 0.0018963565083732054, 0.001477686150484615, 0.0004762875062077399, 0.000919108629051466, 0.003061695514380531, 0.0019942215379832556, 0.0007201201636009829, 0.003535945143634247, 0.0011186323349222597, 0.0010904719640182955, 0.00121547203495363, 0.0007595693206375835, 0.0008569406479852912, 0.0009963143811990902, 0.001534878736486795, 0.0015809368666996817, 0.0026646905240251396, 0.0009045935342585255, 0.003988758866701499, 0.0021602338637100437, 0.0018934933588138976, 0.0007540740605257043, 0.00011890474446826229, 0.001037905157796032, 0.004031766950498976, 0.00041708981772431696, 0.0016775347176358456, 0.0017165477681283904, 0.0005746993181162491, 0.0021329428874874855, 0.001473396298394005, 0.00038334272350081395, 0.0014569367098751116, 0.00034160788425175023, 0.000420235514726003, 0.000556227153448138, 0.0003263668533886261, 0.000829622569544229, 0.00019652439094902899, 0.0017857699668319803, 0.0010254580583132548, 0.0006176075306090454, 0.0008142624579947173, 0.0014054166714005587, 0.0006715992223979265, 0.0013420646427642084, 0.0005169694950468326, 0.0009731823630577148, 0.00030070201707651096, 0.00041677191686566116, 0.0008157455570451218, 0.0004225647972260803, 0.001661900570391061, 0.0002332810835480086, 0.002102352375270833, 0.001235010607131262, 0.0011117509021801425, 0.0022672128062933765, 0.0022035142781083295, 0.0015624576643541363, 0.0006830077275211213, 0.00041991904311940235, 0.0005501079491681674, 0.0020765592261766837, 0.0011230076226989279, 0.0016173890898061756, 0.0009705611680618107, 0.0015252296432997586, 0.0012731471576391195, 0.0018159773314533267, 0.0017517109704479467, 0.0013367113255022668, 0.0022051406373716394, 0.000821788675401447, 0.0012002542338607621, 0.0011383671486908601, 0.00019420253866864897, 5.855981418937044e-05, 0.0005910929446616632, 0.0002916529394673716, 0.0009449800651864546, 0.00104154011525341, 0.003507618439287792, 0.0004838507797402182, 0.0009570394654577676, 0.0006334792346788591, 0.0009293957763030315, 0.0013283757684026032, 0.0005970144862625934, 0.0003360746837049601, 0.0019385445257963732, 0.00019636911194178056, 0.0005515022684739158, 0.0003432478552773013, 0.0010591606750418312, 0.001980135866619312, 0.0015385297618555841, 0.0019673929109745012, 0.0003275024259665896, 0.0015068690488386962, 0.0017084412878223757, 0.004884229013210069, 0.0012834599930178164, 0.0006998528039634033, 0.0003169195208385185, 0.0011490617294410207, 0.0024938131344439123, 0.0011405358749145362, 0.0026843171220188485, 0.00023170646584543095, 0.001436626226377644, 0.00028069782526322874, 0.0008284576426797309, 0.00010869983248369505, 0.0004030418435155246, 0.0010413701332589128, 6.272942263899074e-05, 0.0003778796711974654, 0.0002348049608307067, 0.0004779920888269044, 0.00011522265559903908, 0.00025106101323536594, 0.000637926100980401, 0.0006226371160317055, 0.0022930972768348606, 0.001158904172767001, 0.0004029718819268195, 0.0005520385496499973, 0.001422600648743759, 0.001992390248892236, 0.0004878246899017635, 0.0005106647089004104, 0.0003788205184573337, 0.0009946201617210206, 0.000710109573082783, 0.0022453942937556964, 0.0020547578224631535, 0.0009578418627901106, 0.001046568163471525, 0.0017772497067296467, 0.0012090484719437626, 0.0009434287858528269, 0.007021242190404481, 0.0007123774794350666, 0.00045633221440612696, 0.00046291331516355483, 0.0003002501388195088, 0.00010386099996162694, 0.0001547123466675721, 0.0007380786598979176, 0.003019101374075288, 0.00020146244295539837, 0.000512696839049489, 0.0010856317691670895, 0.0030386684215378858, 0.0006789038677953351, 0.0007122096209941021, 0.0034639008965485925, 0.000381619439285899, 0.0005961444108282875, 0.000659809803001735, 0.0002487417755976258, 0.0004979680585256306, 0.0012115221012815424, 0.0005370627558897893, 0.001519747414482414, 0.0012087724572613246, 0.0007519995831545815, 0.0007432058647840247, 0.0014376717155321888, 0.000350976556524763, 0.0008227682475874815, 0.0008753386752830532, 0.0005597453091526129, 0.0002573271546961951, 0.0023378720725753793, 0.001875395386561185, 0.00013297429769358756, 0.0008721884902732801, 0.00048120641576998314, 0.00018904279776193504, 0.0009829887272487271, 0.0008700327782582906, 0.0008624285863709997, 0.00043185269197123496, 0.0002135144966019613, 0.0005952827744570664, 0.0008812720932689174, 0.0018194983193904294, 0.0003633725885348802, 0.0002927166134251001, 0.0016065848383196813, 0.0007185411126727236, 0.0011094655188552637, 0.0011004400885052084, 0.0007214550066582996, 0.0012086771269855855, 0.000662058414549851, 0.000206020895633929, 0.0005797533187416793, 0.002846560753819702, 0.0007597135298928115, 0.0008867203926944761, 0.00040077476920669016, 0.0006555023921492298, 0.003213734044131663, 0.003340417823122213, 0.001546474118669542, 0.0016874282743518942, 0.0003831340655012544, 0.0003197647309806923, 0.00020088737610386506, 0.0008074249517485569, 0.0004973518353291568, 0.0002657481232760923, 0.0022563408912214143, 0.000125934568996309, 0.0004770341486815208, 0.0005108447518964594, 0.0018717264307732222, 0.00019689338469812577, 0.004665079087999132, 0.0001318012691889918, 0.0005201735749100668, 0.0004602929121205593, 0.0007749659891009803, 0.0001317640135926576, 0.0006080963039271532, 0.00014022534212971825, 0.0002991529430438576, 0.00012506853614538705, 0.00040759379637738324, 0.0007108166453138518, 0.00026677971244443285, 0.00048730072100500627, 0.00021542936047653867, 0.0018813767855313669, 0.003536023245965392, 0.0009527874392993366, 0.0008747968659402842, 0.00023332740037481652, 0.0005926160850220618, 0.00020287884389579404, 0.0006367918933985285, 0.0015412486858396586, 0.001775273799030169, 0.0020163875359660035, 0.0019995170843093734, 0.000930467376343767, 0.000980237998910433, 0.0007948179719901692, 0.0032716548678663727, 0.0008678241577258428, 0.0011066568641314367, 0.0007384247873500883, 0.000293482149544312, 0.00403362253543305, 0.0019153000322804468, 0.000569519848316483, 0.0025411119367112008, 0.004357436003596705, 0.00021537258366847623, 0.000299864902123922, 0.0015151369736332825, 0.0017647873210165105, 0.000499804796471609, 0.0009199412783936129, 0.006242182111264444, 0.0009398315726948219, 0.00193685545376845, 0.001391734973027712, 0.0007783049744773319, 0.00029287139069971585, 0.001141220854557263, 0.0008980825470273424, 0.0014371592665896858, 0.002098632448905668, 0.0005791500971709608, 0.0003072130453435023, 0.0005951643705509745, 0.0007899253510125891, 0.0011119092512778571, 0.0007991141038208626, 0.001203941200640814, 0.0017428404799917294, 0.0025915558842064886, 0.0004483106872543974, 0.0011380136715510327, 0.001089243067736845, 0.00024158703894857104, 0.00011570621323504401, 0.0006281871553667977, 0.0004345103509399148, 7.319386930553748e-05, 0.0013412251159996968, 0.0007939867354042952, 8.774029618054378e-05, 0.00010584821827323025, 0.00039945853602155803, 0.0001669888269939316, 0.0006651734144802085, 0.004142431467306063, 0.0005101590402231361, 0.0004355584495989181, 0.00026849546259200143, 0.00061980370355221, 0.00021023758669955214, 0.00011344070266652301, 0.0022376700255609173, 0.0010836304003214274, 0.0002936906142618747, 0.00010287560272513119, 0.003244656904257511, 0.00033069473374929947, 0.00603665080352673, 0.0038037514514971775, 0.0034511856330068686, 0.0022193344778941955, 0.0006850097836385063, 0.0033240816964396716, 0.0020356757169134464, 0.0037583136481129757, 0.004305102157052362, 0.003548470706507987, 0.0016908610109391635, 0.00238978802827099, 0.004233241382013722, 0.003194748001419782, 0.000653175666219862, 0.00046769448677458423, 0.0010157766545289134, 0.0009986317726703893, 0.003721705935339624, 0.0009527689087249599, 0.0025606950231542064, 0.0004111382239784393, 0.00020261616004903885, 0.00040721879869561837, 0.0008455967295029456, 0.00024099342842767333, 0.000172022184851795, 0.0003790299062533663, 0.0005487857322394214, 0.0007849015258799154, 0.0023436049396809116, 0.0007903279836394336, 0.00020935457973242485, 0.0012322534386243192, 0.00033280375393850647, 0.001940441763947944, 4.770793145248582e-05, 0.00042059267713046695, 0.0011443521915429535, 0.0012037382974035193, 0.0014051857321766739, 0.000703860634196089, 0.0019325835448293059, 0.002424361970196857, 0.0004391523152622101, 0.0014063954874430358, 0.00046460089293672973, 0.0009619151523616591, 0.00030321731482984806, 0.0009301086838796978, 0.001012190543403313, 0.0010407125120180693, 0.0012015915764210983, 0.0011099204769883465, 0.001476871425957407, 0.002894671374870936, 0.001239952335112768, 0.000785910542579572, 0.001222749920960162, 0.0015304075950992573, 0.0025290562808502714, 0.00036638708229811534, 0.00022959561207196765, 0.00026555938125349894, 0.0003777003101747769, 0.0008862407820325959, 0.00027178802819265857, 0.0009725942338758498, 0.0024794921374896475, 9.913216920498683e-05, 0.0035074138455209645, 0.004151567528564926, 0.0006032875231148555, 0.0008024107641714469]"
"tGravityAcc-correlation()-X,Y","[0.006515113331779232, 0.0035046034584300997, 0.002296649275570792, 0.0008109626485781209, 0.0009222937524275004, 0.000701884379944825, 0.0009273694371773955, 0.0016675909117847571, 0.0009874074933012324, 0.0012590847430384506, 0.0008278748835205228, 0.0013206801285997767, 0.0009064143820494888, 0.0009810124546263874, 0.00041191991852194027, 0.0008745266170083242, 0.0022161267211791087, 0.0008393445682506846, 0.00047931936041814804, 0.001408578959928486, 0.0006260609145605687, 0.001265146166092757, 0.0010664836180250413, 0.0010394478521296255, 0.0013786484509348367, 0.0018901466716638004, 0.0019836637165733663, 0.0039132679201568195, 0.0020731082419589166, 0.0011490952885491047, 0.00030533968504128846, 0.0033631711461694683, 0.00841840814487916, 0.0005615032361907788, 0.0003220877864518251, 0.000877770223974716, 0.0019488485249391392, 0.006657514142819115, 0.005744598377450428, 0.004807224620589579, 0.01102121405219002, 0.006146127237046246, 0.00044882966074816455, 0.002371118650321456, 0.0029290125259063076, 0.0014900864790040717, 0.001734990473707956, 0.005517465434030415, 0.0012281538631458485, 0.011723441881927643, 0.004088528556706913, 0.00034632365413940513, 0.009592145416107601, 0.007680622995143192, 0.0010386238215685842, 0.005828371329377861, 0.008873384482115465, 0.005912939754485018, 0.006604855154517039, 0.0013499959511360587, 0.004784469244955876, 0.0011158979174731962, 0.00197285722460059, 0.004217623576687884, 0.0038348597921874297, 0.004936548073424633, 0.0015682337017232314, 0.003719877510129685, 0.001645749306571038, 0.003332757155909791, 0.0021934056853675655, 0.0018609428109495586, 0.0012018193746010407, 0.0009638959217691482, 0.0007530988537751323, 0.001113658452460302, 0.002428075345377896, 0.0011100123338675719, 0.0007650645061360487, 0.0024087488893575356, 0.0003625603460829974, 0.00012347767480000606, 0.00031416220223849905, 0.00037144009314783277, 0.0005894359734790068, 0.00044956147747452385, 0.0003900756465678728, 0.0005793390388649861, 0.0005842763946898214, 0.00164249018402443, 0.0011356813074598464, 0.0006935064173352024, 0.002160810667567826, 0.0010356856880537361, 0.0008247247380365059, 0.0009065004946849708, 0.0007188780390954417, 0.00011817990455709117, 0.00036335134162064647, 0.0010075977127872989, 0.0010906645917436375, 0.0008612874943217784, 0.001186768828767245, 0.0009346505414372658, 0.0008153804332579578, 0.002495263001515746, 0.006508461517784128, 0.0014929746550100085, 0.005620745813422391, 0.001957412018264669, 0.003337930456742844, 0.00020235331897092805, 0.007245326953929792, 0.001370521935074283, 0.0022989603967110903, 0.0005355077933606395, 0.0015931149252771148, 0.0015326340826016312, 0.0012055208822569232, 0.006835199520349454, 0.00089760052687598, 0.02128683190784497, 0.0009708143228179059, 0.0005489629417694157, 0.0007374514182174691, 0.0009820638760754015, 0.0007917127313524378, 0.0003633791998810674, 0.0011032787965697202, 0.0004285848320551684, 0.0005442422956917095, 0.0005648285751358361, 0.0007854454024721563, 0.0006576798633892315, 0.001221963233637282, 0.0009007982750313549, 0.0010098894750341953, 0.00040960737975313013, 0.0010631170128700693, 0.0007520714831604471, 0.0009772801959960422, 0.0015505343291553515, 0.006591980191644434, 0.003094752885633037, 0.004698646374377548, 0.008195119661860623, 0.0003958547154365832, 0.00989860927278658, 0.0030418851916224564, 0.002553548258776299, 0.00028721125125179525, 0.001042421583472785, 0.00308986879732176, 0.003446995849177308, 0.0009872399625132173, 0.0023818390983487577, 0.008083801259431497, 0.0024043293709305165, 0.008019772972393268, 0.007809679845789064, 0.00031208473600513, 0.00019668598394429948, 0.00012264760949411136, 0.0006053383294031853, 0.0002344013591913624, 0.0006172058584418854, 0.0008640945692694858, 0.0002747420675812536, 0.0008717426904565552, 0.000642934342799423, 0.00047503970453039536, 0.0010207183366359729, 0.00030209344472119083, 0.00025275494222877867, 0.0005669160436307446, 0.000667269363980799, 0.00011267583688593784, 0.00024687611621129036, 0.0007044642976321971, 0.0013404460516308891, 0.000543754144170136, 0.000818835807377776, 0.0031345447416100667, 0.0008753023463242822, 0.0009435826755090649, 0.004370887615529053, 0.0053861222642700235, 0.0024474917488988487, 0.0043863159857309994, 0.001448392022586514, 0.0027219956026344784, 0.0006025949587513715, 0.003257996526452682, 0.0014491598518556236, 0.004899419779758731, 0.0017214950780174117, 0.0016677148354980232, 0.0028185449890868537, 0.006747107173142503, 0.005408332716537706, 0.0010820259771184375, 0.0011218074491507676, 0.0007370074160756969, 0.0017054449348974082, 0.0013950142834109568, 0.0003112141141274754, 0.0010401205815789806, 0.00018051453722341473, 0.0013634410262963919, 0.001689008339535803, 0.0008948926194049644, 0.000692255046389462, 0.0005108934243232268, 0.0007531086832301088, 0.001332178181012422, 0.0012060307283476269, 0.0014027354575889036, 0.0008591813104635372, 0.0004969819663435611, 0.0014190729837128362, 0.0007721641767128091, 0.001703191295742457, 0.002545145503163284, 0.0006460426675846885, 0.000559697110144868, 0.0009091474419028587, 0.000863225438607799, 0.0002863444283910176, 0.0004894915087524024, 0.0006199144142837284, 0.0011426766782316352, 0.0013194855030485987, 0.00037112151605788406, 0.0007269261601705224, 0.0008869840726342458, 0.0005026419503428171, 0.0007043772220711122, 0.0017669529884296075, 0.001231636030266757, 0.0008414243162723844, 0.0011412788253241737, 0.0006171888024493645, 0.0010524296213177459, 0.0033950307558785076, 0.0008372071748882999, 0.0005221489628462734, 0.0009798385589463894, 0.0018042998540399033, 0.0015563002996781007, 0.002557440080041106, 0.00019228207885939544, 0.0007671508403810774, 0.0003368127012650583, 0.00025936662504662006, 0.0005120024561858237, 0.0005864416688762033, 0.0013643066630243054, 0.000439287152415964, 7.187585936413679e-05, 0.00022761759118990134, 0.0006970277871224673, 0.0015760873379291565, 0.0007749875656152305, 0.0010409258627182324, 0.00023225359316290708, 0.0006226965642968173, 0.0006929692307421012, 0.00036034270242237427, 0.002014334772007761, 0.0009028566768309044, 0.001000730779306279, 0.0015731041050255634, 0.0007000178400402741, 0.0009146946829589189, 0.001750189614767659, 0.0008182358171238503, 0.0014343457373939634, 0.0001437280297858294, 0.0005224531004104534, 0.0004944989891654857, 0.0008611511952431246, 0.001350196030852188, 0.0009660945133590364, 0.00033699891872427317, 0.0004948308637140359, 0.0004801103652612234, 0.000784181171085804, 0.00045756594292064006, 0.0005732893850596993, 0.0008175618320597466, 0.0014054943547705783, 0.0015998964391315748, 0.0015733665896186537, 0.001066228338473379, 0.0031895434312057117, 0.002480459867439178, 0.0024598667565222184, 0.0035020507775875933, 0.005493807480663304, 0.00908254962026996, 0.002401387942147227, 0.0011940287889245793, 0.002404175758557442, 0.0007169922118867455, 0.0007564898392106276, 0.0004156177614963904, 0.00017503206348202908, 0.0001423636876864151, 0.0002343656092327239, 0.00011125504984465666, 0.0019256957402188316, 0.0008240101376049536, 0.0005938820789663244, 0.00022432353755001984, 0.0015559575355320544, 0.0005179569461831935, 0.0013661008127191295, 0.00043231520460965963, 6.130394084784574e-05, 0.0004395328337903851, 0.0005037918212237203, 8.683278072572479e-05, 0.0002093509407917768, 0.00016866593528852924, 0.0005308974483984974, 0.0002021139823032305, 0.00020605877508012512, 0.00014541703476145926, 0.0009324932809159256, 0.0005249664773954837, 0.0006216790961789388, 0.0007044182151738454, 0.00017281281692040895, 0.00028880594159716075, 0.00039046304001129524, 0.00032944176379837544, 0.0005731609832833406, 0.0003269235998335655, 0.0005297395901178917, 0.0003394269716881439, 0.00044579974402435274, 0.00030187439882714247, 0.0003150676177908528, 0.00042078667904044023, 0.00023266374201129573, 0.0006704924624467501, 0.00038351506134876387, 0.00041112086538836606, 0.0006334786447104485, 0.0006977649611308645, 0.001093513723780361, 0.000379428896079855, 0.0009984352783093387, 0.00042327666649612304, 0.0008735801075846814, 0.0004238261281049501, 0.00046750122009152486, 0.000322042163802319, 0.000545711582807235, 0.0010091120563939626, 0.00034961844251781135, 0.0003695043151529572, 0.00036478211036754596, 0.0007585998428419597, 0.0004655735881664983, 0.0007829626660406042, 0.0009187977188733275, 0.0010568404647865205, 0.00033442784798417695, 0.0038168478249138564, 0.0003043767343044265, 0.0011297590271718042, 0.0009144947024031432, 0.0026518719420369993, 0.004373630094277176, 0.0007362643735331077, 0.0012987722267888465, 0.0004835379524063179, 0.00040105357562054814, 0.0005206121184212336, 0.0007369624209185842, 0.0015247876293745816, 0.0007020261568798485, 0.0004249213466869083, 0.0006759436380760408, 9.554781681849167e-05, 0.0003068356909601227, 0.00039453751788520215, 0.00027691655688678966, 0.0006471476437321901, 0.0003282661314679887, 0.0006895949694322306, 0.00012364462112403476, 0.000740682034209344, 0.00014812457702522973, 0.001038998257327361, 0.0003043540057206517, 0.00033672271701558945, 0.0008448960018317472, 0.0002598180280549969, 0.0005408375586555377, 0.00046173133308778316, 0.00016224500480626733, 0.0004059075979378171, 9.218445184107458e-05, 0.0005237417867564803, 0.00022351605505114506, 0.0003270376400263352, 0.00036502275652474216, 0.00020074098290598746, 0.0006164676892615016, 0.000668062804107584, 0.0003498897034463688, 0.0004879884862610195, 0.0005127154419571218, 0.00042223565475799427, 0.0002174804156904434, 0.00026219683553670614, 0.0004042807545296051, 0.0006050561135102743, 0.00043854189554961995, 0.0008591815557637633, 0.00048643210093471016, 0.0003196738301301689, 0.00026357379774558646, 0.0009769916504463367, 0.00026642572945827507, 0.0008146291699012801, 0.0006088018156349392, 0.0006386861881880023, 0.00046540667693272924, 0.000855674812423717, 0.0007496888758813863, 0.001014397927610906, 0.001183781120484219, 0.000606922146831165, 0.00032918665737773084, 0.0006606981145394862, 0.0005326106886563384, 0.0005953688740826394, 0.0004325678505353557, 0.0010097440343381685, 0.0005333318647423916, 0.0005832547697784259, 0.0009881036499328776, 0.0026924528045969586, 0.0009992283092652013, 0.0010924359800338764, 0.0008038619618968651, 0.0005707517113314199, 0.0012235405504464477, 0.007726225113498938, 0.0013710772580204523, 0.003353164897398886, 0.0007899722447670914, 0.00045304599382885066, 0.0018049432944240394, 0.00200661113018027, 0.001125699566604998, 0.0013725308099943332, 0.0007575286115079179, 0.00041022401397699187, 0.0003807912460265059, 0.00039247694602436144, 0.000123802091762155, 0.0009033029565288358, 0.0003663854567433973, 0.00034966886494553455, 0.0006950337117199048, 0.0005509641574720238, 0.00010340628502160897, 0.00016945465503723459, 0.0005946232551383173, 0.00022134908583388546, 0.000388928166433137, 0.0007882906070616536, 0.0003146220710911286, 0.0009224410510604476, 0.0004923247839728347, 0.0006800592453090111, 0.00030083518452127977, 0.0001554821406560991, 0.0005347911918311262, 0.00026869496412811354, 0.00033433656655204325, 0.0004567045729301069, 0.0006155994369460928, 0.00047203699602967004, 0.0011083596089328871, 0.0013201977145734668, 0.00031712273800185833, 0.0002745901291710252, 0.000308242858878758, 0.0004737037420227852, 0.00017073852010347234, 0.0001627880393500205, 0.0007012606087506108, 0.0006991029652364242, 0.0001639016271631913, 0.0001412889522788536, 0.0007200142166710071, 0.00025571324327092274, 0.0016501514654116, 0.0008468397063322651, 0.0016125896877624045, 0.000705559218327797, 0.00041004022250442355, 0.0010153776526651878, 0.001988450710988634, 0.001715833867190964, 0.000684058855630079, 0.0019109158464145634, 0.003840704960018575, 0.003551328413300452, 0.004545334587542492, 0.0006304210260595406, 0.0015398815124317464, 0.0005955988016696705, 0.0015015057409339487, 0.0009617098705654789, 0.0006446691270531416, 0.0005220205249136933, 0.0004338940406400464, 0.0011088255600626871, 0.0005741077265357856, 0.002116386324620474, 0.0008031010523942891, 0.00074367352781585, 0.0004875096999408647, 0.0002530435748665266, 0.0004042263275821178, 0.0005928437986175225, 0.0005433432822054921, 0.000859763516341825, 5.726652028962547e-05, 0.0009638735482018391, 0.0006545721191794987, 0.0015237035322014994, 0.00800068568728893, 0.0032491624278977037, 0.001978461649336159, 0.0008463597491969547, 0.0008377798361332362, 0.0010403741703036765, 0.0005187748910956128, 0.0003081208099308067, 0.000514054145915828, 0.0006608939720702104, 0.000833520650634295, 0.0014274910471336237, 0.0009191348699922128, 0.0030121109197541913, 0.00015237163676212677, 0.00022184588651473036, 0.000399277674401095, 0.0016373759018803106, 0.0012093383061275666, 0.0009183506059343461, 0.008296856791577715, 0.005729831276574208, 0.0009090982524781292, 0.0014662154135162105]"
